paper_url,course,semester,academic_year,paper_code,paper_name,final_status,struct_on_disk,flat_on_disk,action
https://ryzenstudy.com/papers/aktu-btech-sem-1-soft-skills-2022-23,BTech,1,2022-23,BAS-105,Soft Skills,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-1-soft-skills-2023-24,BTech,1,2023-24,BAS105,Soft Skills,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-1-soft-skills-2024-25,BTech,1,2024-25,BAS105,Soft Skills,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-1-soft-skills-2025-26,BTech,1,2025-26,BAS105,Soft Skills,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-1-soft-skills-i-2021-22,BTech,1,2021-22,KNC-101,Soft Skills I,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-ai-for-engineering-2021-22,BTech,2,2021-22,KMC201,Ai For Engineering,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-basic-electrical-engineering-2021-22,BTech,2,2021-22,KEE201T,Basic Electrical Engineering,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-emerging-domain-in-electronics-engineering-2021-22,BTech,2,2021-22,KEC201T,Emerging Domain In Electronics Engineering,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-emerging-technology-for-engineering-2021-22,BTech,2,2021-22,KMC202,Emerging Technology For Engineering,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-engineering-chemistry-2021-22,BTech,2,2021-22,KAS202T,Engineering Chemistry,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-engineering-chemistry-2022-23,BTech,2,2022-23,BAS202,Engineering Chemistry,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-engineering-chemistry-2023-24,BTech,2,2023-24,BAS202,Engineering Chemistry,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-engineering-chemistry-2024-25,BTech,2,2024-25,BAS202,Engineering Chemistry,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-engineering-mathematics-ii-2021-22,BTech,2,2021-22,KAS203T,Engineering Mathematics Ii,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-engineering-mathematics-ii-2022-23,BTech,2,2022-23,BAS203,Engineering Mathematics Ii,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-engineering-mathematics-ii-2023-24,BTech,2,2023-24,BAS203,Engineering Mathematics Ii,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-engineering-mathematics-ii-2024-25,BTech,2,2024-25,BAS203,Engineering Mathematics Ii,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-engineering-physics-2021-22,BTech,2,2021-22,KAS201T,Engineering Physics,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-engineering-physics-2022-23,BTech,2,2022-23,BAS201,Engineering Physics,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-engineering-physics-2023-24,BTech,2,2023-24,BAS201,Engineering Physics,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-engineering-physics-2024-25,BTech,2,2024-25,BAS201,Engineering Physics,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-environment-and-ecology-2022-23,BTech,2,2022-23,BAS204,Environment And Ecology,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-environment-and-ecology-2023-24,BTech,2,2023-24,BAS204,Environment And Ecology,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-environment-and-ecology-2024-25,BTech,2,2024-25,BAS204,Environment And Ecology,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-fundamentals-mechanical-engineering-2023-24,BTech,2,2023-24,BME201,Fundamentals Mechanical Engineering,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-fundamentals-of-electrical-engineering-2022-23,BTech,2,2022-23,BEE201,Fundamentals Of Electrical Engineering,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-fundamentals-of-electrical-engineering-2023-24,BTech,2,2023-24,BEE201,Fundamentals Of Electrical Engineering,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-fundamentals-of-electrical-engineering-2024-25,BTech,2,2024-25,BEE201,Fundamentals Of Electrical Engineering,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-fundamentals-of-electronics-engineering-2022-23,BTech,2,2022-23,BEC201,Fundamentals Of Electronics Engineering,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-fundamentals-of-electronics-engineering-2023-24,BTech,2,2023-24,BEC201,Fundamentals Of Electronics Engineering,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-fundamentals-of-electronics-engineering-2024-25,BTech,2,2024-25,BEC201,Fundamentals Of Electronics Engineering,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-fundamentals-of-mechanical-engineering-2022-23,BTech,2,2022-23,BME201,Fundamentals Of Mechanical Engineering,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-fundamentals-of-mechanical-engineering-2024-25,BTech,2,2024-25,BME201,Fundamentals Of Mechanical Engineering,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-fundamentals-of-mechanical-engineering-mechatronics-2021-22,BTech,2,2021-22,KME201T,Fundamentals Of Mechanical Engineering Mechatronics,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-human-values-professional-ethics-2022-23,BTech,2,2022-23,AUC001,Human Values Professional Ethics,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-programming-for-problem-solving-2021-22,BTech,2,2021-22,KCS201T,Programming For Problem Solving,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-programming-for-problem-solving-2022-23,BTech,2,2022-23,BCS201,Programming For Problem Solving,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-programming-for-problem-solving-2023-24,BTech,2,2023-24,BCS201,Programming For Problem Solving,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-programming-for-problem-solving-2024-25,BTech,2,2024-25,BCS201,Programming For Problem Solving,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-soft-skill-ii-2021-22,BTech,2,2021-22,KNC201,Soft Skill Ii,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-soft-skills-2022-23,BTech,2,2022-23,BAS205,Soft Skills,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-soft-skills-2023-24,BTech,2,2023-24,BAS205,Soft Skills,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-2-soft-skills-2024-25,BTech,2,2024-25,BAS205,Soft Skills,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-analog-electronics-2021-22,BTech,3,2021-22,KOE-037,Analog Electronics,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-analog-electronics-2022-23,BTech,3,2022-23,KOE-037,Analog Electronics,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-analog-electronics-circuits-2023-24,BTech,3,2023-24,BOE308,Analog Electronics Circuits,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-automation-and-robotics-2023-24,BTech,3,2023-24,BOE302,Automation And Robotics,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-automation-and-robotics-2024-25,BTech,3,2024-25,BOE302,Automation And Robotics,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-basic-data-structure-algorithms-2022-23,BTech,3,2022-23,KOE-035,Basic Data Structure Algorithms,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-basic-data-structure-and-algorithms-2021-22,BTech,3,2021-22,KOE-035,Basic Data Structure And Algorithms,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-basic-signals-systems-2022-23,BTech,3,2022-23,KEE-303,Basic Signals Systems,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-basic-signals-systems-2023-24,BTech,3,2023-24,BEE303,Basic Signals Systems,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-basic-signals-systems-2025-26,BTech,3,2025-26,BEE303,Basic Signals Systems,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-basics-data-structure-algorithms-2023-24,BTech,3,2023-24,BOE306,Basics Data Structure Algorithms,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-basics-data-structure-algorithms-2024-25,BTech,3,2024-25,BOE306,Basics Data Structure Algorithms,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-basics-of-database-management-systems-2023-24,BTech,3,2023-24,BOE307,Basics Of Database Management Systems,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-basics-of-database-management-systems-2024-25,BTech,3,2024-25,BOE307,Basics Of Database Management Systems,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-building-science-and-engineering-2024-25,BTech,3,2024-25,BOE314,Building Science And Engineering,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-computer-organization-and-architecture-2021-22,BTech,3,2021-22,KCS-302,Computer Organization And Architecture,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-computer-organization-and-architecture-2022-23,BTech,3,2022-23,KCS-302,Computer Organization And Architecture,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-computer-organization-and-architecture-2023-24,BTech,3,2023-24,BCS302,Computer Organization And Architecture,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-computer-organization-and-architecture-2024-25,BTech,3,2024-25,BCS302,Computer Organization And Architecture,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-computer-organization-and-architecture-2025-26,BTech,3,2025-26,BCS302,Computer Organization And Architecture,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-computer-system-security-2021-22,BTech,3,2021-22,KNC-301,Computer System Security,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-computer-system-security-2022-23,BTech,3,2022-23,KNC-301,Computer System Security,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-cyber-security-2023-24,BTech,3,2023-24,BCC301,Cyber Security,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-cyber-security-2024-25,BTech,3,2024-25,BCC301,Cyber Security,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-cyber-security-2025-26,BTech,3,2025-26,BCC301,Cyber Security,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-data-structure-2021-22,BTech,3,2021-22,KCS-301,Data Structure,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-data-structure-2022-23,BTech,3,2022-23,KCS-301,Data Structure,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-data-structure-2023-24,BTech,3,2023-24,BCS301,Data Structure,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-data-structure-2024-25,BTech,3,2024-25,BCS301,Data Structure,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-data-structure-2025-26,BTech,3,2025-26,BCS301,Data Structure,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-digital-electronics-2021-22,BTech,3,2021-22,KOE-039,Digital Electronics,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-digital-electronics-2022-23,BTech,3,2022-23,KOE-039,Digital Electronics,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-digital-electronics-2024-25,BTech,3,2024-25,BOE310,Digital Electronics,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-digital-electronics-2025-26,BTech,3,2025-26,BOE310,Digital Electronics,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-digital-system-design-2021-22,BTech,3,2021-22,KEC-302,Digital System Design,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-digital-system-design-2022-23,BTech,3,2022-23,KEC-302,Digital System Design,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-digital-system-design-2023-24,BTech,3,2023-24,BEC302,Digital System Design,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-digital-system-design-2025-26,BTech,3,2025-26,BEC302,Digital System Design,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-discrete-structures-theory-of-logic-2021-22,BTech,3,2021-22,KCS-303,Discrete Structures Theory Of Logic,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-discrete-structures-theory-of-logic-2022-23,BTech,3,2022-23,KCS-303,Discrete Structures Theory Of Logic,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-discrete-structures-theory-of-logic-2023-24,BTech,3,2023-24,BCS303,Discrete Structures Theory Of Logic,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-discrete-structures-theory-of-logic-2024-25,BTech,3,2024-25,BCS303,Discrete Structures Theory Of Logic,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-discrete-structures-theory-of-logic-2025-26,BTech,3,2025-26,BCS303,Discrete Structures Theory Of Logic,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-electric-and-hybrid-vehicles-2023-24,BTech,3,2023-24,BOE301,Electric And Hybrid Vehicles,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-electric-and-hybrid-vehicles-2024-25,BTech,3,2024-25,BOE301,Electric And Hybrid Vehicles,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-electrical-measurements-instrumentation-2022-23,BTech,3,2022-23,KEE-302,Electrical Measurements Instrumentation,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-electrical-measurements-instrumentation-2023-24,BTech,3,2023-24,BEE302,Electrical Measurements Instrumentation,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-electrical-measurements-instrumentation-2024-25,BTech,3,2024-25,BEE302,Electrical Measurements Instrumentation,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-electromagnetic-field-theory-2021-22,BTech,3,2021-22,KEE301,Electromagnetic Field Theory,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-electromagnetic-field-theory-2022-23,BTech,3,2022-23,KEE-301,Electromagnetic Field Theory,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-electromagnetic-field-theory-2023-24,BTech,3,2023-24,BEE301,Electromagnetic Field Theory,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-electromagnetic-field-theory-2024-25,BTech,3,2024-25,KEE301,Electromagnetic Field Theory,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-electronic-devices-2021-22,BTech,3,2021-22,KEC-301,Electronic Devices,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-electronic-devices-2022-23,BTech,3,2022-23,KEC-301,Electronic Devices,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-electronic-devices-2023-24,BTech,3,2023-24,BEC301,Electronic Devices,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-electronic-devices-2025-26,BTech,3,2025-26,BEC301,Electronic Devices,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-electronics-engineering-2021-22,BTech,3,2021-22,KOE-038,Electronics Engineering,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-electronics-engineering-2022-23,BTech,3,2022-23,KOE-038,Electronics Engineering,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-electronics-engineering-2023-24,BTech,3,2023-24,BOE309,Electronics Engineering,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-energy-science-and-engineering-2021-22,BTech,3,2021-22,KOE-033,Energy Science And Engineering,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-energy-science-and-engineering-2022-23,BTech,3,2022-23,KOE-033,Energy Science And Engineering,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-energy-science-engineering-2023-24,BTech,3,2023-24,BOE304,Energy Science Engineering,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-energy-science-engineering-2024-25,BTech,3,2024-25,BOE304,Energy Science Engineering,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-energy-science-engineering-2025-26,BTech,3,2025-26,BOE304,Energy Science Engineering,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-engineering-mechanics-2021-22,BTech,3,2021-22,KOE-031,Engineering Mechanics,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-engineering-mechanics-2022-23,BTech,3,2022-23,KCE-301,Engineering Mechanics,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-engineering-mechanics-2023-24,BTech,3,2023-24,BCE301,Engineering Mechanics,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-fluid-mechanics-2021-22,BTech,3,2021-22,KCE303,Fluid Mechanics,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-fluid-mechanics-2022-23,BTech,3,2022-23,KCE-303,Fluid Mechanics,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-fluid-mechanics-2023-24,BTech,3,2023-24,BCE303,Fluid Mechanics,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-fluid-mechanics-and-fluid-machines-2022-23,BTech,3,2022-23,KME-302,Fluid Mechanics And Fluid Machines,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-fluid-mechanics-fluid-machines-2021-22,BTech,3,2021-22,KME-302,Fluid Mechanics Fluid Machines,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-fluid-mechanics-fluid-machines-2023-24,BTech,3,2023-24,BME302,Fluid Mechanics Fluid Machines,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-fluid-mechanics-fluid-machines-2025-26,BTech,3,2025-26,BME302,Fluid Mechanics Fluid Machines,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-food-science-and-nutrition-2024-25,BTech,3,2024-25,BOE313,Food Science And Nutrition,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-human-values-professional-ethics-2021-22,BTech,3,2021-22,AUC-001,Human Values Professional Ethics,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-introduction-to-soft-computing-2021-22,BTech,3,2021-22,KOE-036,Introduction To Soft Computing,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-introduction-to-soft-computing-2022-23,BTech,3,2022-23,KOE-036,Introduction To Soft Computing,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-kce301-engineering-mechanics-2021-22,BTech,3,2021-22,KCE301,Engineering Mechanics,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-koe-031-engineering-mechanics-2022-23,BTech,3,2022-23,KOE-031,Engineering Mechanics,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-laser-system-and-applications-2024-25,BTech,3,2024-25,BOE312H,Laser System And Applications,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-material-science-2021-22,BTech,3,2021-22,KOE-032,Material Science,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-material-science-2022-23,BTech,3,2022-23,KOE-032,Material Science,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-material-science-2023-24,BTech,3,2023-24,BOE303,Material Science,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-material-science-2024-25,BTech,3,2024-25,BOE303,Material Science,OK,yes,yes,none
https://ryzenstudy.com/papers/aktu-btech-sem-3-materials-engineering-2021-22,BTech,3,2021-22,KME-303,Materials Engineering,OK,yes,yes,none
